,decision_ID,date,holder_ID,LOC,euipo_ind_holder,euipo_ind_TM_opp,euipo_ind_TM_app,boip_ind_holder,boip_ind_TM_opp,boip_ind_TM_app
5165,2994518,19-12-2018,855719,-,2,2,1,,,1
5166,2508979,13-05-2016,635454,+ -,2,2,1,,,1
5167,3077861,19-05-2021,466441,+,Err,Err,Err,Err,Err,Err
5168,3080824,08-06-2020,,-,Err,Err,Err,Err,Err,Err
5169,3104290,13-10-2020,171173,+,2,,1,,,1
5170,3088972,14-09-2020,3810,+,2,4,1,,,
5171,3104432,05-10-2020,1049213,+,,,1,Err,,1
5172,3131364,24-05-2022,377164,+,2,2,1,,,
5173,3105575,22-12-2021,1051935,+,,,1,Err,,1
5174,3048852,08-02-2019,634336,-,231,,1,,,1
5175,2620600,15-11-2016,35325,+ -,Err,Err,Err,Err,Err,Err
5176,3065531,02-09-2020,671855,+,Err,Err,Err,Err,Err,Err
5177,2974452,25-01-2019,693280,-,Err,Err,Err,Err,Err,Err
5178,2505066,23-09-2016,484937,-,Err,Err,Err,Err,Err,Err
5179,2064999,05-05-2017,531600,-,Err,Err,Err,Err,Err,Err
5180,3067043,21-07-2021,468426,+,,,1,Err,,1
5181,2700618,20-12-2017,569330,+ -,88,,1,,,1
5182,3042226,11-06-2019,779497,-,,2,1,Err,,
5183,3074147,07-03-2022,911740,+,Err,Err,Err,Err,Err,Err
5184,3143700,01-03-2022,462740,+ -,,,1,,,1
5185,2851585,09-06-2018,578024,+,2,2,1,,,1
5186,2513995,21-12-2016,578666,+,Err,Err,Err,Err,Err,Err
5187,2514076,24-05-2016,436229,+,2,2,1,,,1
5188,3140198,19-01-2022,700474,+,,,1,,,
5189,1580789,26-06-2018,167825,-,Err,Err,Err,Err,Err,Err
5190,3050758,19-04-2021,272217,+,,,1,,,
5191,2621830,18-06-2018,464159,+,2,2,1,,,
5192,3101832,02-10-2020,762568,+,2,2,1,,,
5193,3051774,30-05-2019,754842,+,1,1,,,,1
5194,2448069,18-10-2017,559162,+,Err,Err,Err,Err,Err,Err
5195,3083406,25-06-2020,301252,-,854,,1,,,1
5196,2776089,13-04-2018,611837,-,Err,Err,Err,Err,Err,Err
5197,2815457,11-06-2018,133414,+,,2,1,,,1
5198,3144659,27-04-2022,366669,+,Err,Err,Err,Err,Err,Err
5199,3053140,28-06-2019,643442,+ -,2,2,1,,,1
5200,3068702,15-10-2019,623853,-,Err,Err,Err,Err,Err,Err
5201,3102268,09-07-2021,9640,+,2,,1,,,
5202,3143295,28-01-2022,391127,+,,2,1,,,1
5203,2517376,22-09-2016,613205,+,2,2,1,,,1
5204,3081184,16-06-2020,38786,+,1,1,,,,1
5205,2818451,20-04-2018,692917,+,Err,Err,Err,Err,Err,Err
5206,3141391,13-04-2022,562785,+,,,1,Err,,1
5207,3135465,29-11-2021,1061697,+,2,4,1,,,
5208,2628785,19-06-2017,397173,+ -,,2,,,,1
5209,2943796,01-10-2018,706883,+,2,2,4,,,1
5210,2789041,01-12-2017,599614,+,Err,Err,Err,Err,Err,Err
5211,3082844,09-07-2020,278819,-,,,,,,1
5212,2833070,10-11-2017,459688,+,Err,Err,Err,Err,Err,Err
5213,2809260,29-03-2018,797061,+,Err,Err,Err,Err,Err,Err
5214,3086766,25-08-2020,403936,+,Err,Err,Err,Err,Err,Err
5215,2314147,25-11-2015,141225,+,,,1,Err,,1
5216,3087333,30-03-2020,187659,+,2,2,1,,,1
5217,3086883,03-09-2020,465477,+,2,2,1,,,1
5218,3078982,06-04-2020,710839,+,,,,,,
5219,3085899,01-07-2020,612612,+ -,2,2,1,,,1
5220,3116799,25-06-2021,976295,+ -,2,2,1,,,
5221,2154451,10-10-2017,,-,Err,Err,Err,Err,Err,Err
5222,3027573,30-01-2019,19427,+,2,2,1,2,2,1
5223,2777038,13-11-2017,567348,+ -,Err,Err,Err,Err,Err,Err
5224,3058097,09-12-2020,844113,-,2,2,1,,,1
5225,2741828,25-08-2017,2588,+,2,2,1,46,46,1
5226,2788258,08-03-2018,103418,-,Err,Err,Err,Err,Err,Err
5227,3117254,09-12-2021,80504,+,2,2,1,Err,,
5228,3116036,25-05-2021,848124,+ -,2,2,1,,,1
5229,2937517,28-05-2019,652157,+ -,411,,,,,2
5230,3124983,28-09-2021,44757,+ -,,,1,,,1
5231,2659194,18-08-2017,744090,-,Err,Err,Err,Err,Err,Err
5232,3016261,19-11-2018,876345,-,,,674,,,1
5233,2544610,22-06-2017,500961,+,,2,1,Err,,1
5234,3082811,28-04-2020,41331,+,2,,1,,,
5235,2990466,31-10-2018,378983,+,2,2,1,,,
5236,2921230,16-05-2018,573578,+,2,2,1,2,2,1
5237,2939430,13-07-2018,377107,+,2,3,1,,,
5238,3063663,13-04-2022,31481,-,2,2,3,,,2
5239,3027441,28-06-2019,450417,+,Err,Err,Err,Err,Err,Err
5240,3064207,23-10-2019,564254,+,,,1,,,1
5241,2752452,11-09-2017,650936,+,2,2,1,,,1
5242,2786088,21-11-2017,788447,+,Err,Err,Err,Err,Err,Err
5243,3086700,11-08-2020,244346,+ -,Err,Err,Err,Err,Err,Err
5244,2537325,30-05-2017,61479,+,2,3,1,15,15,1
5245,2868084,19-07-2018,258481,+ -,2,2,1,,,1
5246,3099988,17-11-2020,1040427,+ -,Err,Err,Err,Err,Err,Err
5247,2662206,28-02-2017,745134,+,302,,1,9,,1
5248,3095269,15-12-2020,627808,+ -,2,2,1,31,31,1
5249,2014010,06-04-2017,167825,+ -,Err,Err,Err,Err,Err,Err
5250,3107677,29-01-2021,259349,+,,,,,,
5251,3093907,17-12-2020,85017,+,2,2,1,Err,Err,Err
5252,3126195,22-07-2021,1105349,+,,,1,Err,,1
5253,3093177,01-07-2021,360130,+,2,2,1,,,1
5254,2285370,28-02-2017,524276,+,Err,Err,Err,Err,Err,Err
5255,3127427,02-12-2021,89540,-,3,,1,,7,1
5256,2524224,29-06-2017,281469,+,2,2,1,,,1
5257,3135427,17-03-2022,515800,-,2,2,1,,,1
5258,2779166,10-11-2017,639075,-,Err,Err,Err,Err,Err,Err
5259,2790841,20-12-2017,313198,-,Err,Err,Err,Err,Err,Err
5260,3068351,19-12-2019,402910,+,2,2,1,,,
5261,2489907,20-04-2016,167825,+,2,2,1,,,
5262,3062363,30-10-2019,167825,+,326,2,1,,,
5263,2736034,08-11-2019,839,+,Err,Err,Err,Err,Err,Err
5264,2144528,05-02-2018,396873,-,Err,Err,Err,Err,Err,Err
5265,em-wo-1416927,19-11-2019,,-,Err,Err,Err,Err,Err,Err
5266,3105077,27-04-2021,16930,-,2,2,1,,,1
5267,3124390,28-07-2021,324151,-,2,2,1,,,1
5268,2909649,26-11-2018,596071,-,2,2,1,,,1
5269,3122015,28-01-2022,1125962,+,2,2,1,7,,
5270,2919804,26-06-2018,121580,+,,,1,,,
5271,2531187,25-07-2016,526450,-,Err,Err,Err,Err,Err,Err
5272,2990235,08-05-2019,254362,+,,,1,Err,,
5273,3079867,28-10-2020,256052,-,,,1,Err,,1
5274,3018531,19-02-2019,154431,+ -,944,,1,,,1
5275,3047385,23-01-2019,746439,+,2,2,1,,,
5276,3077137,05-02-2020,556560,+,,2,1,,,
5277,2741430,08-03-2019,367557,+ -,2,,1,,,
5278,2590266,25-01-2017,83041,+ -,Err,Err,Err,Err,Err,Err
5279,1621377,14-11-2017,167825,+,Err,Err,Err,Err,Err,Err
5280,2993262,26-11-2018,488736,+,270,270,3,,,1
5281,2822602,15-01-2019,128595,+,Err,Err,Err,Err,Err,Err
5282,3125902,28-10-2021,148538,-,2,2,1,,,1
5283,2942137,03-07-2019,86931,+,2,2,1,,,1
5284,3076372,12-12-2019,644554,+,2,2,1,,,
5285,2586983,15-01-2018,380124,+,Err,Err,Err,Err,Err,Err
5286,2571159,29-09-2016,453277,+ -,2,2,1,,,1
5287,em-wo-1237670,05-10-2016,,+,Err,Err,Err,Err,Err,Err
5288,2765470,30-01-2018,714168,+,Err,Err,Err,Err,Err,Err
5289,3146034,24-05-2022,91266,+,2,2,1,,,
5290,2951229,08-09-2018,168495,-,2,2,1,,10,
5291,2537226,01-08-2016,261978,-,Err,Err,Err,Err,Err,Err
5292,2852351,03-04-2019,813662,+,,,1,Err,,1
5293,3068605,28-11-2019,94117,+,,,1,Err,,1
5294,3082622,29-07-2020,690287,+,,,1,Err,,1
5295,2177247,18-05-2016,253779,-,,,2,Err,,3
5296,2808049,20-11-2017,389032,+ -,Err,Err,Err,Err,Err,Err
5297,3130051,08-11-2021,43867,+,2,2,1,,,
5298,2521758,03-05-2018,333205,+ -,Err,Err,Err,Err,Err,Err
5299,3105685,30-09-2021,1052376,+,,,1,Err,,
5300,3106041,21-01-2021,703274,-,Err,Err,Err,Err,Err,Err
5301,2561663,16-06-2016,512893,+,,,1,Err,,1
5302,3083739,29-04-2020,1006139,+,,2,1,Err,5,1
5303,2836560,20-11-2017,6921,-,Err,Err,Err,Err,Err,Err
5304,2394149,29-01-2018,294751,-,Err,Err,Err,Err,Err,Err
5305,3106812,26-01-2021,956788,+,Err,Err,Err,Err,Err,Err
5306,2562901,25-11-2016,710960,-,,,1,Err,,1
5307,3076477,15-02-2020,228814,+,,,,Err,,1
5308,3047223,07-02-2019,42692,+,857,,1,,,1
5309,3103155,21-04-2021,488838,+,2,2,1,,,
5310,2264409,08-05-2020,450505,+,2,2,1,,,1
5311,2223777,16-09-2016,380521,-,,,1,,,1
5312,3016345,26-04-2019,55366,+,Err,Err,Err,Err,Err,Err
5313,2522236,25-04-2017,268822,+,2,2,1,3,3,1
5314,2576232,10-10-2018,180651,+,2,2,1,,,1
5315,2586660,20-10-2016,630591,+,,,1,,,1
5316,2842006,18-12-2017,526858,+,Err,Err,Err,Err,Err,Err
5317,3110301,21-12-2020,627419,+,,,,,,1
5318,3125055,22-09-2021,15532,+,2,2,1,,,
5319,3049957,27-01-2021,880728,+ -,2,2,3,,,1
5320,2723016,21-11-2017,325254,+,Err,Err,Err,Err,Err,Err
5321,3139198,24-03-2022,567980,+,2,2,1,,,1
5322,3100173,07-05-2021,814529,+,2,2,1,,,
5323,3131003,30-09-2021,597315,+ -,2,,1,,,
5324,3059569,21-12-2021,827691,+ -,4,4,1,,,1
5325,1878191,06-03-2018,735211,+,Err,Err,Err,Err,Err,Err
5326,3087767,28-09-2020,802514,+,3,3,1,,,
5327,3134042,21-01-2022,817044,+,1,1,,,,2
5328,2569005,20-06-2016,315432,+,2,3,1,,,
5329,3133870,15-02-2022,986448,+,2,2,1,,,
5330,3105252,23-09-2020,946748,+ -,2,2,1,,,
5331,2820085,14-02-2018,799652,-,Err,Err,Err,Err,Err,Err
5332,2864224,06-03-2018,786774,+ -,Err,Err,Err,Err,Err,Err
5333,3139477,20-12-2021,62575,+ -,2,2,1,,,1
5334,2898982,26-09-2019,64256,-,Err,Err,Err,Err,Err,Err
5335,3051106,18-02-2019,815542,+ -,2,2,1,,,1
5336,2553306,30-05-2017,814529,-,Err,Err,Err,Err,Err,Err
5337,3133208,23-11-2021,43698,-,2,2,1,,,1
5338,3143172,25-05-2022,119510,-,,,1,,,1
5339,2771635,11-12-2017,745833,+,Err,Err,Err,Err,Err,Err
5340,3090566,31-08-2020,76176,+,Err,Err,Err,Err,Err,Err
5341,3087893,30-06-2020,455657,+,2,2,1,,,
5342,3084889,06-04-2021,29877,+,1,,3,,,
5343,2638735,02-03-2017,819544,-,2,2,1,,,1
5344,2697624,27-08-2018,29877,+,2,,1,,,1
5345,3090773,16-09-2020,1069639,+,2,2,1,,,
5346,3113721,09-08-2021,573244,-,4,4,1,,,2
5347,2825811,30-04-2018,803504,+,Err,Err,Err,Err,Err,Err
5348,2901471,28-06-2018,150744,-,3,3,1,,,1
5349,2861758,14-12-2018,44794,-,Err,Err,Err,Err,Err,Err
5350,2949371,23-01-2019,852999,+,,,1,Err,,
5351,2603044,12-01-2017,724426,+,,,1,Err,,
5352,3077653,16-12-2019,988800,+ -,,,1,Err,,1
5353,3091832,27-07-2021,759341,-,3,3,1,27,27,1
5354,3132235,12-11-2021,965160,+,,2,1,,,
5355,3104767,15-10-2021,343089,+ -,2,2,1,,,1
5356,3059800,21-06-2019,821139,-,,3,1,,,1
5357,2885336,21-12-2018,607791,+ -,2,2,1,,,1
5358,2956061,10-03-2021,224334,+ -,102,1,2,,1,
5359,1830028,26-03-2019,167825,+,379,2,1,,,
5360,3097353,09-03-2021,475855,-,2,2,1,,,1
5361,3101426,25-09-2020,1042006,+,,,1,Err,,
5362,3143899,13-04-2022,488980,+,2,2,1,,,
5363,2579418,03-01-2017,313726,+ -,1,1,,,,1
5364,3069621,20-11-2019,738412,+,Err,Err,Err,Err,Err,Err
5365,2768698,20-03-2018,567295,-,Err,Err,Err,Err,Err,Err
5366,2994492,30-01-2019,869868,+ -,,,1,Err,,1
5367,1875551,21-09-2016,466624,-,,,1,Err,,
5368,3082121,26-04-2021,774655,+,,,1,Err,,
5369,3128496,12-01-2022,328347,+ -,Err,Err,Err,Err,Err,Err
5370,2555921,12-08-2020,430765,+ -,2,2,1,,,1
5371,3073337,26-03-2020,857687,-,5,5,1,15,15,1
5372,3031070,02-10-2019,238065,+,,,,,,1
5373,3082489,05-05-2020,214743,+ -,2,2,1,,,1
5374,3135008,12-01-2022,167825,+ -,,,1,,,1
5375,2509118,06-04-2016,287208,-,Err,Err,Err,Err,Err,Err
5376,3088091,30-04-2020,944038,-,Err,Err,Err,Err,Err,Err
5377,2752338,30-10-2017,751815,+,Err,Err,Err,Err,Err,Err
5378,3038794,07-03-2022,275795,+,Err,Err,Err,Err,Err,Err
5379,3011619,31-01-2019,14112,+ -,2,2,1,,,1
5380,3143557,27-04-2022,1187322,+,,,,Err,,1
5381,2598335,22-12-2016,285402,+,42,2,1,,2,1
5382,3079827,29-09-2020,574945,+ -,2,2,1,,,1
5383,2846601,31-05-2018,6231,+,2,4,1,,,
5384,2875287,22-05-2018,630591,+,,,1,,,
5385,2684366,27-11-2017,194958,+ -,Err,Err,Err,Err,Err,Err
5386,2601568,13-03-2017,11345,-,Err,Err,Err,Err,Err,Err
5387,3115079,17-02-2021,178018,+,41,3,6,,,
5388,3078589,30-04-2020,614873,+,2,2,1,,,
5389,3078325,30-07-2021,762331,+ -,2,,1,46,,1
5390,3138336,22-03-2022,147814,-,736,,1,,,1
5391,3104398,11-02-2021,440414,-,2,2,1,,,
5392,2970666,28-09-2018,321290,+,1,1,,,,1
5393,3104206,28-10-2020,22442,-,2,2,1,,,1
5394,3137539,09-12-2021,145675,-,3,3,1,,,1
5395,3114767,06-05-2022,328708,-,1,1,,,,
5396,2625971,08-02-2017,732730,+ -,,,1,Err,,1
5397,3098109,21-01-2021,915180,+ -,,,1,Err,,1
5398,3104169,24-11-2021,2624,+,2,2,1,Err,,1
5399,2485764,21-09-2016,613921,-,,,1,Err,,1
5400,2698515,02-05-2017,234743,+,Err,Err,Err,Err,Err,Err
5401,2876020,22-02-2018,823757,+,Err,Err,Err,Err,Err,Err
5402,3048805,28-05-2019,663504,+,45,,1,,,1
5403,2906512,04-12-2020,556402,+ -,Err,Err,Err,Err,Err,Err
5404,2973835,03-09-2018,372402,+,2,2,1,Err,,1
5405,2846999,30-10-2018,585045,+ -,,2,1,Err,,
5406,2929258,04-12-2018,9585,+,,,1,,,1
5407,3080109,11-05-2020,621890,-,2,2,1,,,1
5408,3097927,26-01-2021,431937,-,,,1,,,1
5409,2855024,27-07-2018,155960,+ -,2,2,1,,,1
5410,3138736,15-12-2021,43548,+ -,2,2,1,,,
5411,3040162,23-01-2020,889472,+ -,,,,,,1
5412,3074984,22-05-2020,921788,+,2,,1,,,
5413,3072399,25-10-2019,454431,+,2,2,1,1,1,
5414,3127425,09-12-2021,1087655,+ -,560,,1,,,1
5415,3094437,30-10-2020,630541,+,Err,Err,Err,Err,Err,Err
5416,2681107,10-07-2019,753425,+ -,,,1,Err,,
5417,3084076,06-03-2020,972573,+,,,1,Err,,1
5418,3126430,15-10-2021,826,+,2,2,1,Err,17,1
5419,3055920,28-03-2022,222935,+,,,1,,,1
5420,3044990,07-02-2019,629700,+,2,2,1,,,
5421,3125188,11-08-2021,543718,+,794,,1,,,
5422,3101473,07-01-2021,93317,-,2,2,1,,,1
5423,2787425,06-09-2017,285738,+ -,Err,Err,Err,Err,Err,Err
5424,3086281,28-04-2021,38171,+ -,Err,Err,Err,Err,Err,Err
5425,3065728,28-04-2020,774155,+,Err,Err,Err,Err,Err,Err
5426,2696402,22-06-2018,18182,-,,,1,,,1
5427,3141392,05-05-2022,575460,+ -,2,2,1,,,
5428,3113692,29-04-2022,637483,+ -,Err,Err,Err,Err,Err,Err
5429,3080426,26-06-2020,178018,+,Err,Err,Err,Err,Err,Err
5430,3004838,29-10-2018,578820,+ -,3,3,2,,,
5431,3060054,25-10-2019,362039,+,,,1,,,1
5432,2568155,14-09-2017,586020,+,,,1,Err,,1
5433,3064783,14-10-2020,490495,+,2,2,1,,,1
5434,3029199,30-01-2020,52407,+,2,2,1,,,
5435,3133440,13-01-2022,4289,-,2,2,1,,,1
5436,2240607,28-02-2017,277382,+ -,2,2,1,,,1
5437,2899626,06-11-2018,157198,+,1,1,,,,1
5438,2588898,03-03-2017,648568,-,2,2,1,,,1
5439,3098224,13-08-2020,763990,+ -,2,2,1,,,1
5440,3136672,16-02-2022,778770,+,Err,Err,Err,Err,Err,Err
5441,3049999,21-05-2019,22442,+ -,2,2,1,,,
5442,3141681,24-04-2022,536421,+,2,2,1,1,1,
5443,2702739,20-07-2017,549483,+,2,2,1,,,
5444,2679184,19-05-2017,620700,+,3,3,1,2,2,
5445,2896820,29-07-2019,811224,+,2,2,1,,,2
5446,2927013,16-10-2018,117774,+ -,1,1,,,,1
5447,2495441,13-02-2017,38055,+,Err,Err,Err,Err,Err,Err
5448,3075725,09-01-2020,342691,+,2,2,1,,,1
5449,em-wo-1296942,15-06-2017,,+,Err,Err,Err,Err,Err,Err
5450,2044645,08-05-2018,1385,-,2,2,1,,,
5451,3052423,09-03-2020,93832,+,3,,1,,,
5452,2632415,19-06-2017,61191,-,Err,Err,Err,Err,Err,Err
5453,2745522,21-09-2017,613753,+,420,,1,,,1
5454,3083154,03-03-2022,596680,+ -,901,,1,,,1
5455,2656604,20-09-2017,603270,+,,,1,,,1
5456,2693508,21-07-2017,644230,-,2,2,1,,,
5457,3046383,27-06-2019,26984,+,2,2,1,,,1
5458,3094412,25-08-2020,247913,+,,,1,,,1
5459,3143183,20-04-2022,431937,+ -,,,1,,49,1
5460,3139841,30-05-2022,18197,+ -,Err,Err,Err,Err,Err,Err
5461,3110499,08-12-2020,1088384,+,2,,1,5,,
5462,2905290,26-04-2018,790806,+ -,Err,Err,Err,Err,Err,Err
5463,3030478,17-10-2019,159610,+,2,2,1,,,
5464,3123823,10-05-2021,808162,+,2,3,1,,,
5465,3074039,04-02-2020,766052,+ -,,,1,,,1
5466,3050147,02-02-2021,180779,+,2,2,1,,,1
5467,2954546,17-10-2018,603986,+,2,2,1,,,1
5468,3070335,25-08-2020,516197,-,2,2,1,,,1
5469,2768672,06-12-2017,267092,+,Err,Err,Err,Err,Err,Err
5470,3137721,20-12-2021,718408,-,2,2,1,,,1
5471,2544206,09-08-2016,431682,+ -,2,2,1,,,1
5472,3058844,24-10-2019,902965,-,2,2,1,,,1
5473,3087784,11-08-2020,32839,+,2,2,1,,,1
5474,2684051,24-10-2017,97100,-,Err,Err,Err,Err,Err,Err
5475,3070464,13-12-2019,259325,+,Err,Err,Err,Err,Err,Err
5476,3071700,09-08-2019,80504,+,2,2,1,,,
5477,2827387,18-06-2019,804095,+ -,,,1,Err,,1
5478,2576067,24-10-2016,486976,-,2,2,1,,,1
5479,2149873,29-07-2016,294039,+,1,1,,,,1
5480,3122778,10-11-2021,488980,+,137,,1,,,
5481,3007526,31-03-2020,469560,+,2,2,1,,,
5482,2864158,11-07-2018,798264,+ -,2,2,1,,,1
5483,3013672,14-01-2019,369663,+,,2,1,,,
5484,3093176,19-06-2020,679656,+ -,,,16,,,
5485,2746991,03-07-2017,779326,-,2,2,1,,,1
5486,2787524,17-01-2018,408925,-,Err,Err,Err,Err,Err,Err
5487,2760018,28-09-2017,460839,+ -,2,2,1,,,1
5488,3096276,11-12-2020,16916,+,5,,1,,,1
5489,2757683,27-09-2017,302343,+,2,2,1,,,
5490,3103970,14-01-2021,349742,-,3,,2,,,2
5491,2440462,22-04-2016,595614,+,2,2,1,,,
5492,3097163,26-11-2020,703744,-,1,1,,,,1
5493,3117180,24-02-2021,636174,-,Err,Err,Err,Err,Err,Err
5494,em-wo-1308746,27-05-2020,,+ -,Err,Err,Err,Err,Err,Err
5495,2187659,28-02-2017,149021,+,Err,Err,Err,Err,Err,Err
5496,3101419,24-09-2020,178018,+,Err,Err,Err,Err,Err,Err
5497,3075000,22-03-2021,14749,+,Err,Err,Err,Err,Err,Err
5498,2661463,09-08-2017,517676,-,Err,Err,Err,Err,Err,Err
5499,3078323,27-11-2020,29877,+,2,,1,,,1
5500,2993502,26-09-2018,843331,+,257,,1,,,1
5501,3015180,20-12-2018,598395,-,42,42,5,,,
5502,3141888,04-05-2022,1175819,+,,,1,Err,,1
5503,3050016,23-09-2019,750495,+,Err,Err,Err,Err,Err,Err
5504,2999277,23-10-2018,702590,+,1,1,,4,6,1
5505,3048427,10-01-2020,978496,+,,,,22,,1
5506,3070951,15-12-2019,259612,+,,,,,,1
5507,3043679,22-03-2019,640921,-,Err,Err,Err,Err,Err,Err
5508,2563511,31-05-2016,44757,+,3,3,2,3,3,2
5509,2896952,30-04-2018,579624,+,Err,Err,Err,Err,Err,Err
5510,3126099,21-03-2022,144213,+,2,,1,18,,
5511,2760539,01-09-2017,680988,+ -,,2,1,,,
5512,3138997,21-02-2022,967018,-,2,2,1,,,1
5513,2693318,31-05-2017,267713,+ -,2,2,1,,,1
5514,3108305,04-12-2020,79581,-,2,2,1,,,1
5515,3019224,22-05-2020,13128,+ -,Err,Err,Err,Err,Err,Err
5516,3019158,28-11-2018,858890,+,2,2,1,Err,,
5517,3146709,06-05-2022,119844,+,Err,Err,Err,Err,Err,Err
5518,2797234,29-11-2017,318373,-,Err,Err,Err,Err,Err,Err
5519,3111698,27-10-2021,539106,+ -,2,2,1,,,
5520,3103532,18-11-2020,397134,-,,,1,,,1
5521,2953977,11-07-2018,727265,-,Err,Err,Err,Err,Err,Err
5522,3067648,21-01-2020,943292,+,,,1,Err,,
5523,2660903,23-05-2017,451801,+,Err,Err,Err,Err,Err,Err
5524,2777046,19-10-2017,905109,+,Err,Err,Err,Err,Err,Err
5525,2704321,09-03-2020,531724,+ -,3,3,1,,,1
5526,2742206,27-07-2017,90966,+,4,,1,12,,1
5527,3058379,31-10-2019,140679,+,Err,Err,Err,Err,Err,Err
5528,3051633,20-07-2020,14073,+,Err,Err,Err,Err,Err,Err
5529,2800418,25-09-2017,793900,+,,,1,Err,,1
5530,2357138,10-06-2016,190081,+ -,2,2,1,,,1
5531,3051783,07-10-2019,5173,+,2,2,1,,,
5532,3142905,22-02-2022,179617,+,,,928,,,
5533,2941816,27-05-2019,325254,+ -,Err,Err,Err,Err,Err,Err
5534,3090588,18-08-2020,751209,+,,,4,,,1
5535,3090024,11-01-2021,202976,+,Err,Err,Err,Err,Err,Err
5536,2224213,27-01-2017,634480,+ -,Err,Err,Err,Err,Err,Err
5537,3055866,13-06-2019,848596,+,2,4,5,9,10,
5538,2788688,21-08-2019,109103,+,,,69,,,1
5539,3110361,18-02-2021,1063703,-,Err,Err,Err,Err,Err,Err
5540,3130422,17-05-2022,134798,+ -,3,3,1,,,1
5541,3081312,25-02-2021,154110,+,2,7,1,,,
5542,3066388,22-11-2021,519614,-,2,2,1,,,1
5543,2953506,05-12-2019,831626,+,2,2,1,2,2,1
5544,3116571,20-05-2021,389093,+,Err,Err,Err,Err,Err,Err
5545,2575028,07-11-2016,,+,Err,Err,Err,Err,Err,Err
5546,3065168,21-11-2019,178018,+,Err,Err,Err,Err,Err,Err
5547,3075732,06-02-2020,658190,+,1,1,,,,1
5548,2940271,02-12-2020,618535,+,,,1,Err,,1
5549,2519877,19-12-2016,617775,+ -,2,2,1,3,3,1
5550,3049717,21-10-2019,475877,+ -,507,,1,,,1
5551,3126826,18-08-2021,348166,+ -,2,2,1,,,
5552,3130284,08-11-2021,159832,+,2,2,1,,,
5553,2932385,05-02-2019,607049,+,2,2,1,,,1
5554,2534546,25-05-2016,3138,-,Err,Err,Err,Err,Err,Err
5555,3131581,14-01-2022,1005409,+,,2,1,1,1,
5556,2973702,14-04-2020,37554,+,2,2,1,,,
5557,1913618,30-09-2016,86054,+,5,1,,,1,
5558,3054201,06-11-2019,851695,+,,,,,,
5559,2895301,16-05-2018,416537,+,2,2,1,,,
5560,2892530,28-11-2018,215635,-,4,8,1,,,2
5561,2499583,14-11-2016,314490,-,Err,Err,Err,Err,Err,Err
5562,3060022,12-12-2019,905274,+ -,2,2,1,,,1
5563,2782392,26-06-2019,224104,+ -,1,1,,,,1
5564,3142224,06-05-2022,92824,-,,,1,,,1
5565,3052552,11-03-2019,617576,+,,,,,,1
5566,3132683,31-01-2022,36979,+,Err,Err,Err,Err,Err,Err
5567,2313180,01-03-2017,138358,+ -,1,1,11,,,1
5568,3130107,28-02-2022,675928,+,2,2,1,,,
5569,2709817,15-06-2017,676389,+,,2,3,14,14,2
5570,3088514,29-05-2020,145675,+,,,352,,,1
5571,2542614,21-12-2016,4457,-,Err,Err,Err,Err,Err,Err
5572,2725334,09-08-2017,233447,+,Err,Err,Err,Err,Err,Err
5573,2890500,27-08-2019,160477,-,Err,Err,Err,Err,Err,Err
5574,2895095,26-03-2018,830725,+,Err,Err,Err,Err,Err,Err
5575,2901596,21-03-2018,243062,+,Err,Err,Err,Err,Err,Err
5576,3102511,25-11-2020,492826,+,,,,Err,1,
5577,2916362,25-03-2019,21328,+,608,,1,,,1
5578,2813700,31-05-2018,573480,+,2,2,1,,,
5579,2601931,10-08-2018,681977,+,2,2,1,,,1
5580,3065698,24-09-2019,629484,-,,,,,,1
5581,3037531,06-07-2020,690172,+,2,2,1,,,1
5582,2526674,24-08-2017,,+,Err,,1,Err,,
5583,3083043,20-02-2020,294199,+,,,,,,
5584,3111626,21-12-2020,690472,-,,,1,,,1
5585,2954892,19-10-2018,72566,-,,,2,,,2
5586,3004556,30-10-2018,44757,+ -,2,2,1,23,23,1
5587,3135080,27-04-2022,1142863,-,,,,Err,,1
5588,3113351,12-11-2021,1238497,+,2,2,1,,,1
5589,2731043,30-04-2018,268992,-,Err,Err,Err,Err,Err,Err
5590,2978024,23-10-2018,171173,+ -,26,,1,,,1
5591,3132585,30-11-2021,35956,+,,,1,,,1
5592,3143550,01-04-2022,779615,+ -,2,2,1,,,1
5593,2690884,05-05-2017,173384,+,Err,Err,Err,Err,Err,Err
5594,3055657,24-05-2019,814529,-,13,,1,32,,1
5595,3103429,26-03-2021,1046847,+ -,,,1,Err,,1
5596,3029538,13-11-2020,1119098,-,Err,Err,Err,Err,Err,Err
5597,3105173,22-10-2020,827385,-,2,2,1,,,1
5598,2504432,18-10-2016,219216,+,6,2,1,,1,
5599,3055338,14-08-2019,933455,+ -,,,,Err,,
5600,2493107,29-04-2016,302891,+,2,2,1,,,1
5601,3104193,26-11-2020,804476,+,,,4,,,2
5602,2779331,01-08-2019,786153,+ -,,,3,Err,,1
5603,2662768,20-12-2016,600259,+,2,2,3,,,1
5604,3100021,19-01-2021,594396,-,2,2,1,,,1
5605,2630963,30-01-2017,623071,+ -,2,2,1,,,1
5606,3136059,14-01-2022,1033881,+,2,2,1,,,
5607,3107552,30-11-2020,857622,+,2,2,1,,,1
5608,3001750,05-02-2019,116287,+ -,2,2,1,,,1
5609,2699463,01-06-2017,645177,-,866,,1,,,1
